0.001801	1	0
0.0021	0.996032	0
0.003111	0.983139	0
0.004063	0.970241	0
0.004962	0.957338	0
0.005811	0.944435	0
0.006614	0.931531	0
0.007376	0.918623	0
0.008099	0.905712	0
0.008784	0.892802	0
0.009434	0.879895	0
0.010052	0.866986	0
0.010638	0.854082	0
0.011195	0.841185	0
0.011711	0.828289	0
0.012164	0.815397	0
0.012552	0.802513	0
0.01287	0.789659	0
0.013115	0.776802	0
0.013276	0.76394	0
0.013358	0.751071	0
0.01336	0.738193	0
0.013282	0.725313	0
0.013127	0.712429	0
0.012901	0.699539	0
0.012602	0.68665	0
0.012238	0.67376	0
0.01181	0.660873	0
0.01132	0.647983	0
0.010884	0.637643	0
0.010659	0.632642	0
0.010545	0.630142	0
0.010715	0.627483	0
0.011053	0.622164	0
0.011814	0.609518	0
0.01254	0.59663	0
0.013219	0.58374	0
0.013855	0.570852	0
0.014451	0.557963	0
0.01502	0.545083	0
0.015559	0.532213	0
0.016076	0.519369	0
0.016567	0.506538	0
0.017041	0.493693	0
0.017496	0.480826	0
0.017936	0.467897	0
0.018362	0.454937	0
0.018773	0.441952	0
0.01917	0.428961	0
0.019553	0.415972	0
0.019921	0.402988	0
0.020273	0.390006	0
0.020613	0.377036	0
0.020941	0.36408	0
0.021253	0.351151	0
0.021556	0.338231	0
0.021848	0.325325	0
0.022127	0.312435	0
0.022396	0.299551	0
0.022654	0.286678	0
0.022897	0.273814	0
0.023125	0.260959	0
0.023337	0.248102	0
0.023531	0.235245	0
0.023703	0.222389	0
0.023851	0.209522	0
0.023965	0.196646	0
0.02404	0.183777	0
0.024068	0.170915	0
0.024037	0.158072	0
0.023935	0.14526	0
0.023751	0.132466	0
0.023467	0.1197	0
0.023063	0.107001	0
0.022517	0.094402	0
0.021807	0.082002	0
0.020906	0.069834	0
0.019777	0.057913	0
0.018367	0.046208	0
0.016611	0.03492	0
0.014453	0.024439	0
0.01199	0.0156	0
0.009653	0.009506	0
0.007724	0.005818	0
0.006112	0.003521	0
0.004665	0.002004	0
0.003303	0.000981	0
0.001952	0.000336	0
0.000626	0.000034	0
0.000012	0	0
-0.000602	0.000034	0
-0.001928	0.000336	0
-0.003278	0.00098	0
-0.004641	0.002004	0
-0.006088	0.003521	0
-0.0077	0.005818	0
-0.009629	0.009505	0
-0.011967	0.0156	0
-0.01443	0.024439	0
-0.016588	0.03492	0
-0.018343	0.046207	0
-0.019754	0.057912	0
-0.020883	0.069834	0
-0.021785	0.082002	0
-0.022495	0.094401	0
-0.023042	0.107001	0
-0.023445	0.1197	0
-0.02373	0.132465	0
-0.023915	0.14526	0
-0.024016	0.158071	0
-0.024047	0.170915	0
-0.02402	0.183776	0
-0.023946	0.196646	0
-0.023831	0.209522	0
-0.023684	0.222389	0
-0.023512	0.235244	0
-0.023318	0.248101	0
-0.023107	0.260958	0
-0.022879	0.273814	0
-0.022636	0.286677	0
-0.022379	0.299551	0
-0.02211	0.312434	0
-0.021831	0.325324	0
-0.021539	0.33823	0
-0.021237	0.35115	0
-0.020925	0.36408	0
-0.020598	0.377036	0
-0.020258	0.390005	0
-0.019906	0.402987	0
-0.019538	0.415972	0
-0.019156	0.428961	0
-0.018758	0.441952	0
-0.018348	0.454937	0
-0.017923	0.467897	0
-0.017482	0.480825	0
-0.017028	0.493692	0
-0.016554	0.506538	0
-0.016063	0.519368	0
-0.015546	0.532213	0
-0.015008	0.545083	0
-0.014439	0.557963	0
-0.013843	0.570852	0
-0.013208	0.58374	0
-0.012529	0.59663	0
-0.011803	0.609518	0
-0.011043	0.622164	0
-0.010705	0.627483	0
-0.010535	0.630142	0
-0.010648	0.632642	0
-0.010874	0.637643	0
-0.01131	0.647983	0
-0.0118	0.660873	0
-0.012228	0.67376	0
-0.012593	0.68665	0
-0.012892	0.699539	0
-0.013118	0.712429	0
-0.013274	0.725313	0
-0.013352	0.738193	0
-0.013351	0.751071	0
-0.013269	0.76394	0
-0.013108	0.776802	0
-0.012864	0.789659	0
-0.012545	0.802513	0
-0.012158	0.815397	0
-0.011705	0.828289	0
-0.011189	0.841185	0
-0.010633	0.854082	0
-0.010047	0.866985	0
-0.00943	0.879894	0
-0.008779	0.892802	0
-0.008095	0.905712	0
-0.007372	0.918623	0
-0.006611	0.931529	0
-0.005808	0.944435	0
-0.004959	0.957338	0
-0.00406	0.97024	0
-0.003108	0.983139	0
-0.002098	0.996032	0
-0.001799	1	0
